rb_id,attempt,parent_weekly_id,side,h4_ob_bottom,h4_ob_top,h4_impact_riyadh,h4_impact_utc,stage,resting_riyadh,resting_utc,candidate_since_riyadh,candidate_since_utc,entry_riyadh,entry_utc,entry_price,entry_weekday_riyadh,entry_hour_riyadh,sl_price,risk_price,tp_price,candidate_replacements,result,exit_riyadh,exit_utc,exit_price,duration_minutes,mfe_pips,mae_pips,mfe_price,mae_price,mfe_r,mae_r,r_multiple_result,invalidated_riyadh,invalidated_utc,invalidation_reason
373,1,,BUY,1.16361,1.16393,2026-08-28 14:58:00,2026-08-28 11:58:00,ENTERED,2026-08-28 15:05:00,2026-08-28 12:05:00,2026-08-28 15:10:00,2026-08-28 12:10:00,2026-08-28 15:19:00,2026-08-28 12:19:00,1.16419,Friday,15:19,1.16389,0.00030,1.16509,1,SL,2026-08-28 18:59:00,2026-08-28 15:59:00,1.16389,220,8.0,5.9,1.16499,1.16360,2.67,1.97,-1.00,,,
374,1,,SELL,1.16444,1.16596,2026-08-28 16:00:00,2026-08-28 13:00:00,ENTERED,2026-08-28 16:05:00,2026-08-28 13:05:00,2026-08-28 16:20:00,2026-08-28 13:20:00,2026-08-28 16:33:00,2026-08-28 13:33:00,1.16450,Friday,16:33,1.16491,0.00041,1.16327,1,SL,2026-08-28 17:57:00,2026-08-28 14:57:00,1.16491,84,6.0,4.9,1.16390,1.16499,1.46,1.20,-1.00,,,
374,2,,SELL,1.16444,1.16596,2026-08-28 16:00:00,2026-08-28 13:00:00,ENTERED,2026-08-28 18:05:00,2026-08-28 15:05:00,2026-08-28 18:25:00,2026-08-28 15:25:00,2026-08-28 18:36:00,2026-08-28 15:36:00,1.16414,Friday,18:36,1.16499,0.00085,1.16159,1,SL,2026-08-28 19:00:00,2026-08-28 16:00:00,1.16499,24,7.7,17.6,1.16337,1.16590,0.91,2.07,-1.00,,,
374,3,,SELL,1.16444,1.16596,2026-08-28 16:00:00,2026-08-28 13:00:00,ENTERED,2026-08-28 19:00:00,2026-08-28 16:00:00,2026-08-28 18:55:00,2026-08-28 15:55:00,2026-08-28 19:00:00,2026-08-28 16:00:00,1.16360,Friday,19:00,1.16590,0.00230,1.15670,0,TP,2026-09-02 11:59:00,2026-09-02 08:59:00,1.15670,6779,69.0,12.0,1.15670,1.16480,3.00,0.52,3.00,,,
378,1,,SELL,1.15960,1.16078,2026-09-02 18:25:00,2026-09-02 15:25:00,H4_OB_BREACHED,2026-09-02 18:36:00,2026-09-02 15:36:00,,,,,,,,,,,,,,,,,,,,,,,,2026-09-02 18:27:00,2026-09-02 15:27:00,swing_break
380,1,,SELL,1.15930,1.16088,2026-09-03 06:32:00,2026-09-03 03:32:00,ENTERED,2026-09-03 06:41:00,2026-09-03 03:41:00,2026-09-03 06:20:00,2026-09-03 03:20:00,2026-09-03 06:51:00,2026-09-03 03:51:00,1.15872,Thursday,06:51,1.15931,0.00059,1.15695,0,SL,2026-09-03 07:38:00,2026-09-03 04:38:00,1.15931,47,2.6,6.7,1.15846,1.15939,0.44,1.14,-1.00,,,
380,2,,SELL,1.15930,1.16088,2026-09-03 06:32:00,2026-09-03 03:32:00,ENTERED,2026-09-03 07:42:00,2026-09-03 04:42:00,2026-09-03 08:55:00,2026-09-03 05:55:00,2026-09-03 09:03:00,2026-09-03 06:03:00,1.15957,Thursday,09:03,1.15975,0.00018,1.15903,5,SL,2026-09-03 09:30:00,2026-09-03 06:30:00,1.15975,27,1.0,2.2,1.15947,1.15979,0.56,1.22,-1.00,,,
380,3,,SELL,1.15930,1.16088,2026-09-03 06:32:00,2026-09-03 03:32:00,ENTERED,2026-09-03 09:46:00,2026-09-03 06:46:00,2026-09-03 09:15:00,2026-09-03 06:15:00,2026-09-03 09:55:00,2026-09-03 06:55:00,1.15956,Thursday,09:55,1.15999,0.00043,1.15827,0,SL,2026-09-03 10:50:00,2026-09-03 07:50:00,1.15999,55,2.4,4.5,1.15932,1.16001,0.56,1.05,-1.00,,,
380,4,,SELL,1.15930,1.16088,2026-09-03 06:32:00,2026-09-03 03:32:00,ENTERED,2026-09-03 10:54:00,2026-09-03 07:54:00,2026-09-03 10:45:00,2026-09-03 07:45:00,2026-09-03 10:54:00,2026-09-03 07:54:00,1.15972,Thursday,10:54,1.16002,0.00030,1.15882,0,SL,2026-09-03 11:29:00,2026-09-03 08:29:00,1.16002,35,1.4,3.1,1.15958,1.16003,0.47,1.03,-1.00,,,
380,5,,SELL,1.15930,1.16088,2026-09-03 06:32:00,2026-09-03 03:32:00,ENTERED,2026-09-03 11:40:00,2026-09-03 08:40:00,2026-09-03 11:50:00,2026-09-03 08:50:00,2026-09-03 11:58:00,2026-09-03 08:58:00,1.16055,Thursday,11:58,1.16080,0.00025,1.15980,2,SL,2026-09-03 12:02:00,2026-09-03 09:02:00,1.16080,4,2.3,7.9,1.16032,1.16134,0.92,3.16,-1.00,,,
